song_id,title,artist_name,duration,year,tempo,key
SOUGGOX12A8C13556D,Ta Methismena S' Agapo,Angela Dimitriou,230.63465,0,123.545,4
SOHCDBQ12A8C13D2FF,For You Mom & Dad,Stefon Harris,374.17751,0,103.719,2
SOFVHDU12A67ADE7AA,Locked Away,The Gathering,215.71873,0,105.937,0
SOHGLOP12AB017DC66,Broken Record,Donna The Buffalo,196.75383,0,86.012,4
SOUTUFC12A8AE4706A,Bye-Bye - Medley,Günter Noris,180.92363,0,86.51,0
SOHLVJA12A8C131840,I Wish I Had A Girl,Henry Lee Summer,266.4224,1988,127.68,9
SOBUUZH12AF72A5BBC,Le Sacre du Printemps (The Rite of Spring)/Part One: The Adoration of the Earth - Introduction,Igor Stravinsky;Columbia Symphony Orchestra,181.26322,0,106.343,1
SOTWQOG12A6D4F9421,Paper Tigers (acoustic version),Tom Cochrane,220.81261,1997,119.331,2
SOQDIQK12A8C13CB23,Sake In The Jar,Derek Bell,268.32934,0,89.158,7
SOTCACH12A6D4F7788,Ai Ni Bian Cheng Hen Ni,Kary Ng,209.55383,2006,110.009,4
SOGGMZY12A6701FE43,Child Of My Kingdom,Arthur Brown,422.16444,1968,114.754,5
SOSEPVE12AB017F984,B Somebody,Nacho Chapado feat. Stephen Massa,371.1473,0,128.003,6
SOPFSDI12AAF3B4929,Let's Stop Talkin' About It,Janie Fricke,194.5073,1999,130.02,4
SOQVOUZ12AC468B719,Each Time (I Love You More),Jackie Wilson,141.81832,1959,106.328,0
SOBBJRO12AB01892B8,Blue Satin (Album Version),Eddie Cano,123.66322,0,107.023,2
SOVBPAE12AB01862BF,The Homecoming Song (Album Version),Owsley,179.64363,1999,83.689,4
SOALEHA12A8C13ECB3,Thanks A Lot,Martina McBride,155.97669,2005,168.08,7
SOCPLZA12AB018ED00,Hear Me Talkin' To You,Ma Rainey & Her Tub Jug Washboard Band,181.86404,0,104.717,10
SOSCXBY12A8AE469FF,Herval na percaria,Amanajé,283.6371,0,86.679,5
SOVTKCZ12A8C133DC1,Dark As A Dungeon (LP Version),The Tarriers,246.49098,0,101.131,6
SOFLXUY12A8C1364F6,Why Jack Called,Christophe Beck,150.09914,2006,94.843,5
SOVJHFQ12A8C13BBF1,Be Like That,3 Doors Down,278.64771,1999,94.084,7
SOGHTLP12AB0187CE8,Tus Viejas Cartas,Nicho Hinojosa,188.36853,2001,98.705,11
SOGBKCK12AF72A0051,Esta Muy Claro,Jaguares,308.4273,0,124.057,7
SOZUEFV12A8C141169,Drive,Pacha Massive,300.93016,2007,125.994,9
SOJOBPR12A8C13A022,Festival Resurrection (Outro),Festival,281.57342,0,125.778,6
SOJXLZA12A6D4F7664,Things Could Turn Around,fIREHOSE,190.51057,0,136.13,7
SOCVAKZ12AB0184D4F,Un nuovo giorno,Cali,158.95465,0,87.365,2
SOSPFTC12AB018E880,O Raaje,Sukhwinder Singh,342.43873,0,104.978,11
SOFOFCW12AC468DFC5,Alligator Come Across (Live),Jets,260.38812,0,106.68,11
SOQDCJO12A6701C086,Consume (LP Version),Sick Of It All,223.7122,1994,101.143,4
SOTUQQU12AB018CE53,My Heart Goes Up,Keira Green,181.26322,2004,140.979,0
SOACCLQ12A6D4F7F64,Ek Pegh,Kuldeep Paras,301.84444,0,104.02,8
SOBWOOT12AB0183896,The Darker Side,Lizzy Borden,379.11465,2007,115.115,5
SOACNEJ12A6D4F6AB6,Why Do We Do?,Eric Champion,310.77832,1993,115.656,8
SOSAMRR12AB018203B,On The Fast Track,Gerald Veasley,371.25179,0,112.213,8
SOUSOTU12A8C13A8E4,Dave D. Blues (how To Make It Sting Like A Career) (Album Version),Mayday,144.40444,2005,148.661,4
SOJHNUQ12AB0186526,My Baby Likes To Shuffle,Sonny Terry,149.41995,1994,150.059,1
SOKUQTD12AB0186577,Un jour aux courses: Who's That Man,The Marx Brothers,431.51628,0,115.221,9
SOSZNCW12A8C13F031,Mr. De's Theme,Mr. De',240.09098,0,130.019,9
SOMRQXT12AB017F9E9,Zodiac,Laurie Berkner,58.40934,0,141.117,10
SOEORHY12A6D4FD453,Chere Duloone,Al Rapone,185.93914,0,220.266,7
SOQSNYP12A8AE47348,You Know What They Do To Guys Like Us In Prison (Album Version),My Chemical Romance,173.73995,2004,93.0,7
SOLORFT12AB0189D11,Memphis Til' Monday,Bob Cheevers,240.22159,0,112.958,9
SORKXUS12A8C13E89B,Plan 9 From Outer Space (Album Version),Wednesday 13's Frankenstein Drag Queens From Planet 13,183.53587,0,143.913,4
SORUAXY12A67020A4B,Gone,Kanye West / Consequence / Cam'Ron,333.34812,2005,114.39,10
SOBJQJR12AB0187CB3,Asha,Asha Puthli,351.65995,0,121.95,6
SOLXKCY12A81C20EFC,Colin Tries Standing,Zbigniew Preisner,50.99057,1993,125.15,2
SOEZDAP12AB0184409,My Fault (LP Version),Faces,187.42812,1973,119.028,2
SOPUGFD12A6D4FB501,Nomads Alive,Marco Beltrami,201.61261,2004,148.555,7
SOOHUOU12A8C1399A5,The Only Road (Album Version),Dropkick Murphys,131.81342,0,137.33,6
SOFTJHT12AB0180955,Soki Olingi Ngai,Wendo Kolosoy,305.94567,0,88.471,7
SOUPLIR12A81C206C4,O Brother,Monty Are I,279.24853,2006,170.038,11
SOSHHXZ12A58A7924C,The Special Two (Australian Version),Missy Higgins,267.65016,0,139.018,2
SORBVLK12A8AE46DEC,Il Tempo Non Torna Più,Kati,260.91057,0,104.006,2
SOOHXQA12AC468C52D,Tulsa Girl,Dwight Twilley,145.34485,0,132.513,1
SOJCPRJ12A8C13AFF0,Likua,Cabas,254.40608,0,99.968,10
SOLKNXC12A8C13577F,Memory In The Snow,Michael Gettel,221.90975,1992,138.102,9
SOTSJZT12AC4686F5F,Jimmie's Travellin' Blues,Jimmie Davis,178.442,0,116.729,9
SOXSYXR12AB017D599,The Dropsonde,Caspian,125.07383,2007,131.648,7
SOBKPYQ12A6D4FBE96,You Put a Spell on Me,Dave Graney & Clare Moore,248.11057,0,93.982,7
SOWRSYU12A8C13E417,Servin' Tha Fiends,Bone Thugs-N-Harmony,232.202,2000,158.058,1
SOJJTCO12A58A7932A,My Baby Don't Wear No Shoes,Roy Carrier,220.1073,0,104.624,9
SOYORMO12A8C135428,Doesn't Matter Where You Are (Intocable),Aleks Syntek,220.3424,0,153.97,10
SOKEDWE12A6D4F9592,Broken Boy Soldier (KCRW Version),The Raconteurs,230.5824,2006,128.186,4
SOVKCHA12A58A7D703,Quiero,Juana Molina,159.65995,2003,87.461,11
SOZKYCJ12A6D4F480A,Thank You,Jimmy Page / Robert Plant,348.08118,0,152.313,7
SONIYKB12A8C13C92A,Tule lähemmäs Beibi,Kaija Koo,240.45669,1993,115.979,6
SODDBMC12A8C142729,Den Thelo Tipota,Natassa Theodoridou,233.37751,0,120.357,5
SOKHGKZ12A8C131E06,Los Pintores,La Charanga Rubalcaba,217.99138,0,152.995,5
SOOKARV12A58A79B73,Your Broken Heart,The Stolen Minks,233.45587,0,112.152,2
SOACNSF12AB0184B05,Process to decelerate,Inhume,126.04036,2003,126.136,5
SONEXQJ12AAF3B2A3D,Not A Kid Anymore,Marco Beltrami,115.04281,2009,113.863,7
SOXAMTJ12A58A7CD18,Quiero,Carlos Ponce,240.3522,2002,89.981,7
SODYKGH12A6D4FD729,Ice Or Fire,Bob Margolin,227.00363,0,102.516,11
SOQLAEP12A8C1372F1,Fuego De Noche_ Nieve De Día,Ricky Martin,336.19546,2001,141.71,3
SOUGLNY12A8C135E6D,Righteous Disgrace,Don Francisco,185.44281,0,142.23,2
SOKEQPR12AB018450F,Find Me At the Greasy Spoon,Grant And Wilson,177.99791,0,95.578,5
SOOLIPF12A8C13B0A2,Parabolics Studies 8,Henri Pousseur,1280.522,0,63.103,6
SOUECYK12AAF3B3AC7,Don't let go,Pacha Massive,205.89669,2006,105.991,11
SOVAHZK12A6310F23C,Fake Plastic Trees (Acoustic Version),Radiohead,281.12934,2009,99.68,2
SOWIOVE12AB0183FF9,Bourrèe,Chet Atkins,87.64036,0,142.48,7
SOJPYPL12A58A7A601,Teasin' Brown,North Mississippi Allstars,219.0624,2005,114.116,9
SODVBYU12A8C13CB5B,Rockberry Jam,L.a. Dream Team,314.90567,1985,241.52,6
SODPNRD12AB017FB2F,Let's Get Sweaty,Modern Day Escape,187.0624,0,140.029,6
SOTTZPM12A8C13DD62,Canela Pa'  Tu Boca,Los Del Rio,216.78975,0,97.986,2
SOWYEGG12A8C132972,Tango,Igor Stravinsky,247.7971,0,69.742,4
SOJBTCX12AB0180CE9,Welcome You Back Home - Original,Jackie Edwards,160.9922,0,150.951,10
SOZDRYB12AB0188108,Mindless,Steve Porter,509.33506,2000,139.044,11
SOMXJIW12A8C130351,Old Friends,Stanley Clarke;Herbie Hancock,307.59138,0,128.278,9
SOSHGJM12AB0184FFC,Turn It Up,Channel Live,238.81098,0,187.835,7
SONERDT12AB017EE72,Never Look Back,Blue Rodeo,199.05261,2009,148.601,7
SOZOBFV12AB0181413,You're My Love,Michael Stanley Band,164.07465,1981,142.706,0
SOUIULB12A6D4F9B17,La Muneca de Alcazar,Quadro Nuevo,232.9073,2002,144.047,5
SOSKOIH12A6D4F8956,Touch Me,Cass Fox,208.1171,0,128.865,4
SOXJXPH12A58A7E199,Sabados,Seventh Day Slumber,257.14893,0,141.987,4
SOHRTOF12A6D4F989E,Bonus Track,Tigerstyle,164.93669,0,131.999,7
SOGEAPM12A8C137932,Zhan Zai Di Yi Pai,Sandy Lam,178.54649,0,122.886,10
SOMCIAU12AAF3B5665,Night And Day,Oscar Peterson Trio,152.13669,0,172.514,0
SOKCJCW12A8C141987,Nas águas de Amaralina,Mart'nália,224.36526,2006,60.092,7
SOQTFNI12A8C140C91,Slowly Rising,Soul Asylum,235.20608,2006,151.941,7
SOIKYQE12A81356CFD,Mikhail's Dream,Stephan Micus,504.94649,2001,92.203,2
SOXRDDV12A8C1380DD,Cruisin',Stanley Clarke,331.33669,0,118.188,4
SOCZRVD12AC468F110,Siempre Soy Tu Barquito De Papel,Los Iracundos,155.01016,0,97.337,0
SOCYXEO12AB01821FA,?o???? DJ,Intars Busulis,229.11955,0,160.275,0
SOGEYSS12AC3DF9EDD,Finale: When Love Is Found/It Feels Like Christmas,Tiny Tim/Cast/Ghost Of Christmas Present/Scrooge,240.22159,0,85.175,2
SOEKCPO12AB0181049,Autumn,The Cat's Miaow,46.00118,1996,150.735,7
SOTBFHX12AB0183936,All Because Of You - Original,Leroy Hutson,276.87138,0,171.197,8
SOULZAX12AB018B8CD,Amor Maldito,Bambino_ Ivan Tirado,374.30812,0,77.304,9
SORZCIC12A6310ECC9,What You Waiting For?,Gwen Stefani,225.41016,2004,136.044,0
SOJLUYM12AB0187D08,Baby U Acting Greezy (Ringtone_ Sonnerie),Blingtones,28.96934,0,93.065,4
SOCHXRP12A67ADF8BD,Forever Tonite,Thirst,290.69016,0,86.0,3
SOTEHKT12A6D4F87BC,Cent Mille Guitares,Line Renaud,159.76444,1994,127.956,4
SOSJCAZ12A8C141B68,Don't Stop Dan,Checkers,171.31057,0,141.019,0
SOBFXLE12AB0183D1A,En Souplesse,Yvette Horner,162.19383,0,189.534,6
SOGNZTE12A67AD8518,Guillaume Tell_ Acte II (1988 Digital Remaster): Ils s'éloignent enfin....Sombre forêt,Montserrat Caballé/Royal Philharmonic Orchestra/Lamberto Gardelli,498.80771,0,53.766,8
SOGDOEZ12A6D4F9FBF,An Old Fashioned Christmas,Carpenters,134.60853,1992,80.182,10
SOTYEJF12AB018D2C2,Keiki Slack Key (Instrumental),Ray Kane,200.82893,0,122.651,5
SOTUHTD12A8C133D88,Belleza Pasajera,Tam Tam Go!,190.04036,1993,141.394,7
SOWFTOP12A6D4F6E3D,Gentle; the Night (from And the Stars Go With You),Jonn Serrie,435.69587,0,112.176,0
SOGWPOW12A8C142356,Eastern Magic,Jah Debda,277.10649,0,90.002,0
SOFKDPV12A8C131B03,Towin' The Line,fIREHOSE,167.3922,1991,90.653,9
SOHRYJO12A8AE45E9D,Love Unlimited (Remix) (Explicit),Fun Lovin' Criminals,228.72771,0,93.658,11
SOESPEB12AB018193D,Sky Inferno,Goatwhore,221.20444,2003,107.485,10
SOZKTRT12A58A7CF13,Roger Milla,Pepe Kalle,369.52771,2005,140.269,7
SOREKVX12A8C13887F,Precious Lord,Blind Boy Fuller,167.99302,1995,96.019,1
SOAZOFQ12A81C20B43,For Abai and Togshan,Stephan Micus,1204.29669,0,86.066,3
SOJUJSM12A6D4FAE9B,The Story Of My Life,Bobby Vee,143.35955,0,128.599,11
SOBTQJS12AB017E85E,Out Deh,Gregory Isaacs,216.5024,2001,138.356,5
SONWGAE12A6D4FE8E6,Glee Club,When Dinosaurs Ruled The Earth,37.82485,0,87.853,9
SOKTPEY12AB018170C,You Live_ You Die,Devanic,210.88608,2006,112.427,4
SOWXUNJ12A58A7E1A4,Cierro Mis Ojos,Raphael,212.61016,0,123.149,4
SOHGOUQ12A8C145269,Letter from Home,Pat Metheny,166.26893,0,87.559,5
SOMOYIF12AB01838BF,An Plas'ay,Patrick Saint-Eloi,319.97342,0,116.04,9
SOAJXVE12A6D4F5749,Supervisor (Instrumental) (edition Tromo/Rückbank),Barry Künzel,251.37587,0,119.91,7
SOGGCHY12AB018C6E9,3 Spirit,Corderoy & U4IC DJ'S,517.642,0,86.668,10
SOXOTFT12AB01826AB,Rollin' And Tumblin',Jimmy Burns,264.51546,0,120.674,7
SOLDPYY12AAF3B4633,Fade Away,Cama,221.17832,2009,106.519,7
SOKERLR12AB0186B69,Fefita,Orquesta Aragon,253.04771,0,105.461,5
SOFZXJY12AC46876EA,Xoanina,Susana Seivane,180.13995,0,76.74,0
SOUZPOP12AB018DB4E,Celebration [Felguk Love Remix],Madonna,398.15791,0,129.974,7
SOMEQIJ12A8C139C37,Granada,Ramón Vargas,239.5424,0,154.429,3
SOEFDUR12A8C14337A,She Can't Burn Me Now,The Del McCoury Band,234.16118,0,127.257,0
SOCFGRK12A8C137C8C,A Movie Of A Placid Lake On A Moonless Night In September - Reprise,Will Ackerman,194.19383,1992,91.6,4
SOEDSFB12AB018678D,Sietämätön mies,Juice Leskinen,215.03955,0,85.677,5
SOTDUIP12AB017EDD5,Pushbike Song,Mungo Jerry,155.24526,2001,167.793,9
SOHBOKB12AB018523D,Busted,Natalie Cole,236.19873,2008,167.697,5
SOKJEMV12A8C1374AD,To Be In Love,The Villas,179.48689,0,127.362,9
SOHOHZQ12A8C134AAB,If You Don't Pray For Me,5 Blind Boys Of Alabama,173.71383,1996,110.879,4
SOBVBID12A8AE474E3,Suffer,Hoods,63.58159,0,103.931,1
SORGPNH12AF72AB8C0,Pure Hatred,The Berzerker,84.1922,2002,120.907,7
SOBAUUL12A8AE4817B,Les Playboys (Version Espagnole),Jacques Dutronc,189.36118,2004,112.78,4
SOBMNXE12A8C140F8A,Infected,Bad Religion,247.58812,1994,121.524,10
SOZPMSM12AB018A95F,Running in Place,Walter Trout,325.14567,0,89.638,0
SOCYJPN12A8C13AF0E,Not Going Back Again,Curtis,209.44934,0,37.859,11
SOPAOCV12A6D4FB022,Ouroboros,Dax Riggs,91.19302,0,108.826,8
SOODIJF12A8C13FDBB,Funk You,Babylon Disco,153.44281,2005,133.353,1
SOCNJZO12AC468D1F5,Stora kusetus,Murskahumppa,92.23791,0,138.796,7
SOLOWOD12AB0180EB5,Take Me With You,Marilyn Scott,245.62893,1995,110.226,6
SOCAKIC12AC46881B9,Still Ballin,Messy Marv featuring Clover Geez,285.85751,0,173.919,2
SOWUJXU12AC468EA08,Tara De dinicolo De Negura,Negura Bunget,353.95873,0,149.14,11
SOHLMRI12AB0180B3D,Flute Loop (2009 Digital Remaster),Beastie Boys,114.52036,0,104.487,7
SODJFJT12A6D4F67EB,Piece Of Mine,Be Bop Deluxe,312.58077,1977,127.803,4
SOKMGZW12AC468A7B9,Designer Chick,DJ Slugo,207.49016,0,99.997,11
SOBEUSX12AF72A5EBE,Lit'l(er) Song,David Lynch,287.05914,0,131.134,10
SOSKXTH12A8C13495D,Are You Ready? (Acapella),Gold City,28.83873,0,39.866,3
SOURQEX12AB0188474,Everything You Do [You're Sexing Me] [Duet with Kip Winger] (Album Version),Fiona,254.17098,1989,108.738,1
SOFBRTD12A81C20A3C,Africans,Mighty Diamonds,219.58485,0,90.274,0
SOFCXZJ12AB0185D3E,Gangsta Roll,Ini Kamoze,229.66812,2009,119.27,2
SOVGOEH12AB0189841,Father Time (Album Version),D'Molls,259.16036,0,111.217,2
SOUGLCH12A8C140306,Beneath an Evening Sky,Aisha Duo,288.60036,2005,86.903,1
SOFUYVH12A6D4F9FF3,Main Title [Bodies_ Rest & Motion] (2006 Remastered LP Version),Michael Convertino,159.16363,0,172.221,10
SOOFFET12AB0181D0D,What's Wrong,Dead To Me,105.42975,2008,93.161,8
SOOEUXS12AB018AB2F,Juno,Sub Focus,292.98893,2005,173.903,0
SODOOMJ12AB0185178,Searching,Mighty Diamonds,215.562,0,86.205,2
SOAUTVB12AB018AFF0,,Sébastien Roch,184.08444,0,126.103,4
SOHAMPZ12AB018AB4A,When the Broken Hearted Love Again,Danielle Bollinger,555.54567,2006,130.001,1
SOFGXTD12A6D4F8861,Harmonic Necklace,Penguin Café Orchestra,72.77669,1981,33.009,2
SOSZMFP12AAF3B5692,Final Flash,Hatiras,177.13587,2002,93.749,2
SORUPAW12A8C134375,Sex Dance,H-Town,289.30567,0,124.152,3
SOASWGE12A8C13A206,Bohemios: No quiero que sepa que aquí vengo yo (Gypsies: I don't want him to know that I am here),Montserrat Caballé;Eugenio  Marco,254.1971,0,64.796,3
SOFRCOR12A8C13DCE7,South,Bob Wills,107.93751,1991,157.699,8
SOFTXIE12AB017AEB1,Cosmonaut,Wolfmother,288.33914,2009,136.383,9
SOQPCKN12AB018AAEA,All Through The Night (Album),Bowen_ Robin Huw,244.29669,0,92.656,7
SOAXGWR12A8C1386B6,Tuggathanug,Legion Of Green Men,339.90485,0,111.071,11
SOXNMHZ12AC9097DE9,Kanoê,Márcio Faraco,236.35546,0,125.989,4
SOVPMPW12A8C139FD0,Midnight Cannonball (LP Version),Joe Turner,151.40526,0,141.749,9
SOVUWVD12AB0185694,At The County Fair - Original,The Impressions,124.96934,0,133.211,6
SOYQNEQ12A6D4F7003,There It Go (The Whistle Song),Juelz Santana,180.55791,2005,100.05,9
SOPZQYB12AF72A186C,Peaceful World,John Mellencamp,218.67057,2001,157.419,2
SOLQCJJ12AB0188587,Le Choix,Greis,275.30404,0,156.833,11
SOPGWTM12A58A79E9C,Shine On Harvest Moon (Previously Unreleased),Mance Lipscomb,166.47791,0,82.529,5
SOJYNHY12A58A7B5CD,Country Girl,Al De Lory,175.49016,0,95.871,0
SONYXUW12A8C13EE49,Good Day (Live),The Mad Capsule Markets,244.55791,0,122.732,11
SODQZTC12AB018882F,Lole Lolaila,Cardenales del Exito,237.87057,0,186.683,7
SOKTKBH12A8C136F97,Bad Seed,Wayne Kramer,248.52853,0,141.493,8
SONJYDQ12AB018B0F7,8th Wonder,The Sugarhill Gang,451.02975,1981,213.617,1
SOFYQSO12AB018A0DA,Get-U-Now,KMD,147.22567,2001,103.967,4
SOPRMDL12A8C13CAF6,A Martyr For My Love For You,The White Stripes,259.5522,2007,85.159,2
SOCWJDB12A58A776AF,Never Gonna Give You Up,Rick Astley,211.69587,1987,113.359,1
SONBXVT12A67ADC81D,Explode (Epic Extended Mix),Jordan & Baker,424.9073,2002,138.997,6
SOATICR12A8C139BDB,Mönchengladbach Love,Eko Fresh feat. Summer Cem & DJ Ses,244.63628,2003,91.987,6
SOYXWRU12AB01801AC,Little Brigid Flynn,The Irish Rovers,182.04689,0,115.404,4
SOFECIK12A6701DA51,I'ma Bang,DMX,306.05016,2001,92.4,1
SOPRPKO12A58A7D934,No Storm,Dorothy Norwood,512.91383,0,78.958,0
SOFHWUZ12A8AE48B9D,YOUR LOVE,Freddie McGregor,229.95546,0,158.113,9
SOKCQWQ12AB0189111,And The Beat Goes Om,Slackbaba,488.25424,2006,68.0,0
SOJWIRI12AB01841A7,Halleluja,Ebba Forsberg,348.99546,0,85.356,5
SOPXWCI12AB0188DE6,It Never Happened To Me,Peggy Lee,138.60526,0,144.591,5
SOQGZXC12AC4685ED6,Dans un grand mur,Bonita & Jerry Cormier,138.10893,0,135.121,9
SOEMAZF12A8C131697,Fever Dream,Steve Vai,364.53832,1999,112.149,4
SOPCIDC12A8C136984,Yan Chin,Cookies,171.20608,0,110.975,8
SOYBHQN12AC4687264,Drop Low,DJ X-Change featuring Joey A,231.78404,0,101.327,4
SOGRKIL12AB017DECB,Take it slow,The Real Kids,182.12526,0,79.694,9
SOBNNRV12AB0186ED3,Voice of Angels Drone for Spiritual Well Being,Ambient Music Therapy,167.3922,0,192.242,4
SOKHAHZ12A8C138045,Don't Get Around Much Anymore,Natalie Cole,154.61832,1991,118.222,8
SOWCFPI12A8C135047,Lucille,Rockin' Dopsie_ Jr._ The Zydeco Twisters,259.39546,0,146.808,0
SODANQM12CF5F890BC,Be,Jessica Simpson,250.04363,2003,163.848,5
SOJLHAD12A67ADF6A9,The Hunter,Paul Rogers,265.01179,1993,134.551,2
SOFDDSM12AB0182DCA,Driving Wheel,Syl Johnson,238.86322,0,122.789,7
SOIITEQ12AB01807A2,Mi Raza,Peret,286.17098,0,158.79,5
SOLMDFX12A6D227250,Please Love Me,B.B.King,167.49669,1956,105.552,1
SOQEDJW12A6D4FB3F3,Those Less Fortunate Than I,Darryl Worley,239.56853,2000,79.534,11
SOCRBAD12AB0186467,Chanson De La Patience,Jacques Douai,136.75057,0,103.12,9
SOSFYFN12AB017AB81,Et kütt wie et kütt,Eko Fresh,234.60526,2007,167.59,1
SOKYUHC12A58A79AD3,Veronica Sawyer (Album),Reel Big Fish,205.87057,0,91.463,2
SOCWFQT12AB0188AA1,Le Dormeur du Val,Jacques Douai,189.59628,0,77.645,2
SORCHVC12A6D4F7651,Faith,Mystery,216.73751,0,171.787,1
SOQVLPI12AB017F740,Searching,Buju Banton,256.78322,1993,85.988,2
SOCYCRH12A6D4FD333,La Romance De La Pluie,Maurice Chevalier,214.5171,2000,130.275,5
SOJRUHL12A813557F6,Ya Mama (Palm Springs Demo),P.O.D.,188.94322,0,125.528,1
SOYQZID12A8AE48BDA,Sprung (Cibola Mix W/ Rap),Nu Flavor,242.38975,0,96.057,11
SOTENDL12A8C134BD1,Spoken Words by Bishop Joseph Garlington,ISRAEL & NEW BREED,151.40526,0,93.773,4
SOBIJGQ12A8C131C8F,Resistance,Cali,156.55138,2008,127.792,4
SOPWMAU12AB017A832,Edge Of The Dream (Emergency Broadcast Album Version),White Heart,273.8673,0,162.817,5
SOANXGF12A8C143736,Pasa el tiempo,Yahir,285.28281,0,127.469,9
SORVORU12AB0183685,Dial Me,Lexi,244.03546,0,130.052,8
SOKLPTD12AC4688044,Widow's Walk,Enter the Haggis,381.54404,1999,134.819,7
SOLSRIT12A58A79324,Sing Boy Sing,Tommy Sands,142.99383,0,101.324,2
SOXCEGC12AB018A0BD,Beautiful When You're Green,Charlie Khan,208.24771,0,92.55,6
SOFLOGZ12A8C13C69F,It All Depends On You,Jerry Lewis,142.73261,1995,124.877,7
SOCNFBN12AF72A23AA,Memories,George Lopez,153.49506,2001,118.06,7
SOYTXMF12AB0179B2C,If We Loved,Chuck Wicks,222.01424,2008,99.124,1
SOSKOHU12AB0184001,It's Too Late,Small Faces,157.46567,1966,125.295,9
SOCSXBH12A58A78109,The Traffic Jam,Stephen Marley / Damian Marley,247.17016,2006,165.886,9
SOIOWYG12AB018751B,Shadows,DJ Harry,309.60281,2004,181.371,6
SOVLTPF12AC46866D7,Broken Hearted Side Of New Orleans,Jo-El Sonnier,194.24608,0,145.218,4
SOYNBBT12A8AE46457,Irreplaceable (Irreemplazable),Beyoncé,230.55628,2007,87.992,10
SOUDAHM12A58A7B19A,Hot Spot (Terrible Love Mix),Steinski,169.97832,2003,185.325,10
SOVMWTZ12A8C136E39,Rock Biter (Album Version),Red I Flight,179.01669,2008,120.617,7
SOPLOFR12AB01819B3,Love Of My Life,The Chi-Lites,260.98893,0,90.101,11
SOTAEIP12A6D4F76A5,Between The Worlds,Be Bop Deluxe,197.82485,1975,142.88,2
SOCMXGV12A6D4F855E,Shoulda Did,Rated R,249.75628,0,104.993,6
SOJDIAU12AB018236E,A Night at Mahmoud's,Rolfe Kent,112.16934,0,119.71,7
SOGQPOB12AB0183756,Isn't That Just Like God (Medium Key Performance Track Without Background Vocals),Babbie Mason,236.25098,0,141.042,5
SOYGIBP12A67020AF7,Magic,Black Eyed Peas / Terry Dexter,275.04281,2000,103.652,7
SOKJCDI12A81C22EB0,Imagination,Beenie Man,230.24281,2006,159.248,5
SOPPIJK12A8C13EAC5,Vena Cava 8,Diamanda Galas,191.42485,1993,168.352,11
SOQJGUH12AB018410B,Carry The Light,David Lynch,214.04689,0,166.929,8
SOHOZCG12A8C13EB23,Souvenirs,Concretes,204.85179,2007,89.676,2
SOSHFFL12A8C13438E,She's Actin Bad,H-Town,249.91302,0,167.988,6
SOHPTTD12A6D4F6FE6,Train Tracks,Izzy Stradlin And The Ju Ju Hounds,267.65016,1992,150.404,7
SOTSVBB12AC3DF9F77,Hot Weiners (All The Way),Cotton Candy,269.7922,0,139.026,11
SOLCFZV12A8C131BB7,Down_ Down_ Down,Frank Marino & Mahogany Rush,336.79628,0,139.499,2
SOFLHNX12A8AE4630C,Call The Police,John Wayne,192.70485,0,160.663,1
SOUQYAU12AB0181058,Unchain Us,Don Campbell,223.29424,0,157.897,1
SOZFJLR12A6D4FB512,Don't Go,Bert Kaempfert,184.31955,1996,118.971,5
SOMUQUB12A8C132AD9,The Harp That Once Through Tara's Halls,Voyager Series,103.73179,0,71.308,0
SOAKFDN12AB018A37A,Scared,The Incurables,187.97669,0,63.359,2
SOEFTHD12A8C13EC47,Megalodon,Mastodon,262.89587,2004,145.997,2
SOGQXFS12A8C138FA1,See You Comin',Vodka Collins,220.52526,0,143.095,5
SOMBWDW12A6D4F7248,Soorma,Jazzy B,411.68934,2005,156.066,4
SOGZIDZ12AB017F90F,All The Difference In The World,Brent Lamb,250.38322,0,110.0,7
SOBMHDZ12A58A79364,Koronoko,Rokia Traoré,273.08363,2008,109.804,7
SOQHIVV12A6D4FB2BE,Grow Proper,I Wayne,244.32281,2005,67.606,6
SOLGASB12A58A79460,We've Only Just Begun (LP Version),Young-Holt Unlimited,266.05669,1971,156.298,2
SOYJKEB12A8C138723,Night Won't Last Forever_ The (Kingdom Come Album Version),Charlie Peacock,355.34322,1999,153.968,0
SONCMAJ12AB017A938,Mama Talk To Your Daughter (take 2),Lonnie Brooks,156.21179,0,138.386,0
SOMMAVY12A8C1327AF,Boyfriend,Janitor Joe,169.22077,1993,160.979,7
SOWGAUD12A58A76907,Welcome To Hell,Coffinberry,146.83383,0,152.628,4
SOZEIRC12AB018A634,Memmer?... U Memmer!,George Lopez,211.53914,0,126.792,3
SOVFCKE12A8C141CF4,Flamme & co,Les Ogres De Barback,404.45342,2004,131.509,2
SOAOTOX12A58A7C308,My Chickasay Girl,Roy Rogers,146.07628,0,101.195,9
SOXIBUG12AB018914B,Be My Lover,Brenda Boykin,263.73179,2008,86.684,1
SOMCMRN12AC3DF400A,Telepathy/Ted Haggard Got Cured of the Gay,Joe Rogan,179.51302,2010,134.112,1
SOYPQHV12A67ADF698,Now I Got A Woman,John Mayall,264.6722,2007,147.128,10
SOPMACA12AB018B52A,En fet man,Ronny Eriksson,208.87465,0,111.927,5
SOVYKHK12AC3DF4D3A,Stolen Pills,Spiral Stairs,146.99057,2009,152.633,6
SOSNIRJ12A6D4FA0BD,Nothing's The Same,Gary Moore,304.95302,1992,86.321,9
